selling_price,km_driven,fuel,seller_type,transmission,owner
500000,50000,Petrol,Dealer,Automatic,First Owner
465000,63063,Petrol,Dealer,Automatic,First Owner
263000,70000,Diesel,Individual,Manual,First Owner
250000,90000,Petrol,Individual,Manual,First Owner
60000,90000,Petrol,Individual,Manual,Fourth & Above Owner
70000,90000,Petrol,Individual,Manual,Third Owner
250000,30000,Petrol,Individual,Manual,First Owner
229999,80000,Petrol,Individual,Manual,First Owner
195000,120000,Diesel,Individual,Manual,First Owner
270000,22000,Petrol,Individual,Manual,First Owner
650000,140000,Diesel,Individual,Manual,First Owner
370000,80000,Diesel,Individual,Manual,Second Owner
509999,40000,Diesel,Individual,Manual,First Owner
280000,33000,Petrol,Individual,Manual,First Owner
180000,40000,Petrol,Individual,Manual,First Owner
300000,10500,Petrol,Individual,Manual,First Owner
400000,107000,Diesel,Individual,Manual,First Owner
210000,60000,Petrol,Individual,Manual,Second Owner
90000,120000,Petrol,Individual,Manual,Second Owner
222000,70000,Petrol,Individual,Manual,First Owner
240000,50000,Petrol,Individual,Manual,Second Owner
450000,70000,Diesel,Individual,Manual,Second Owner
650000,6000,Petrol,Individual,Manual,First Owner
200000,78000,Diesel,Dealer,Manual,Second Owner
210000,72000,Diesel,Dealer,Manual,Third Owner
75000,9528,Petrol,Dealer,Manual,First Owner
450000,135200,Diesel,Dealer,Manual,First Owner
220000,58000,Petrol,Dealer,Manual,Second Owner
325000,78000,Diesel,Dealer,Manual,Second Owner
450000,45000,Petrol,Individual,Manual,First Owner
825000,35000,Diesel,Individual,Manual,First Owner
125000,76000,Petrol,Dealer,Manual,Third Owner
434999,100000,Diesel,Individual,Manual,Third Owner
484999,99000,Diesel,Individual,Manual,Second Owner
175000,80000,Diesel,Individual,Manual,Third Owner
220000,120000,Petrol,Individual,Manual,Third Owner
1250000,1100,Petrol,Dealer,Manual,First Owner
215000,34000,Petrol,Dealer,Manual,First Owner
625000,68000,Diesel,Dealer,Manual,First Owner
615000,15000,Diesel,Individual,Manual,First Owner
130000,58000,Diesel,Dealer,Manual,First Owner
175000,50300,Diesel,Individual,Manual,First Owner
150000,70000,Diesel,Individual,Manual,Second Owner
195000,60000,Diesel,Individual,Manual,Third Owner
550000,90000,Diesel,Individual,Manual,First Owner
1500000,40000,Diesel,Individual,Manual,First Owner
400000,80000,Petrol,Individual,Manual,Second Owner
1350000,15000,Diesel,Individual,Manual,First Owner
217000,45000,Petrol,Individual,Manual,First Owner
290000,130000,Diesel,Individual,Manual,Second Owner
700000,80000,Diesel,Individual,Manual,First Owner
175000,40000,Petrol,Individual,Manual,First Owner
575000,80000,Diesel,Individual,Manual,First Owner
380000,100000,Diesel,Individual,Manual,Second Owner
350000,151624,Diesel,Individual,Manual,Second Owner
450000,160000,Diesel,Individual,Manual,First Owner
130000,110000,CNG,Individual,Manual,Second Owner
320000,74820,Diesel,Individual,Manual,First Owner
550000,82000,Diesel,Individual,Manual,First Owner
370000,50000,Petrol,Individual,Manual,Second Owner
114999,70000,Petrol,Individual,Manual,Second Owner
1100000,1000,Petrol,Individual,Manual,First Owner
170000,170000,Diesel,Individual,Manual,First Owner
80000,150000,Diesel,Individual,Manual,Third Owner
950000,17000,Diesel,Individual,Manual,First Owner
425000,150000,Diesel,Individual,Manual,First Owner
500000,80000,Diesel,Individual,Manual,First Owner
70000,170000,Petrol,Individual,Manual,Third Owner
349000,120000,Diesel,Individual,Manual,First Owner
330000,90000,Petrol,Individual,Manual,Third Owner
120000,90000,Petrol,Individual,Manual,Third Owner
430000,100000,Diesel,Individual,Manual,Second Owner
390000,90000,Diesel,Individual,Manual,First Owner
225000,129000,Diesel,Individual,Manual,First Owner
350000,186000,Diesel,Individual,Automatic,Second Owner
100000,66778,Diesel,Individual,Manual,First Owner
190000,50000,Petrol,Individual,Manual,First Owner
315000,110000,Diesel,Individual,Manual,Second Owner
300000,60000,Diesel,Individual,Manual,Second Owner
280000,40000,Petrol,Individual,Manual,First Owner
1650000,55000,Diesel,Dealer,Manual,First Owner
295000,21000,Petrol,Dealer,Manual,Second Owner
2050000,66363,Petrol,Dealer,Automatic,Second Owner
1475000,11700,Petrol,Dealer,Automatic,First Owner
1100000,10000,Petrol,Individual,Automatic,First Owner
4400000,100000,Diesel,Individual,Automatic,Second Owner
670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
850000,20000,Petrol,Dealer,Automatic,Second Owner
390000,61585,Diesel,Trustmark Dealer,Manual,First Owner
450000,39415,Petrol,Trustmark Dealer,Automatic,Second Owner
425000,29654,Petrol,Trustmark Dealer,Manual,First Owner
770000,64672,Diesel,Trustmark Dealer,Manual,First Owner
1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner
775000,66521,Petrol,Trustmark Dealer,Manual,First Owner
720000,3000,Petrol,Individual,Automatic,First Owner
1725000,23974,Diesel,Dealer,Automatic,Second Owner
539000,10000,Petrol,Individual,Manual,First Owner
420000,50000,Petrol,Individual,Manual,First Owner
85000,70000,Petrol,Individual,Manual,Third Owner
142000,73000,Petrol,Individual,Manual,Fourth & Above Owner
180000,76000,Petrol,Individual,Manual,Second Owner
400000,120000,Diesel,Individual,Manual,Second Owner
360000,170000,Diesel,Individual,Automatic,Third Owner
85000,110000,Petrol,Individual,Manual,Second Owner
350000,63400,Petrol,Individual,Manual,First Owner
380000,25000,Petrol,Individual,Manual,First Owner
140000,80000,Petrol,Individual,Manual,Third Owner
200000,90000,Petrol,Individual,Manual,First Owner
150000,157000,Petrol,Individual,Manual,First Owner
150000,80000,Diesel,Individual,Manual,Second Owner
90000,40000,Petrol,Individual,Manual,Second Owner
300000,100000,Diesel,Individual,Manual,Second Owner
280000,50000,Petrol,Individual,Manual,First Owner
200000,40000,Petrol,Individual,Manual,First Owner
110000,38500,Petrol,Individual,Manual,Second Owner
140000,103921,Petrol,Individual,Manual,Second Owner
1050000,10000,Diesel,Individual,Manual,First Owner
1150000,14825,Petrol,Dealer,Manual,First Owner
910000,43377,Diesel,Dealer,Manual,First Owner
160000,102307,Diesel,Dealer,Manual,First Owner
105000,79000,Petrol,Individual,Manual,Second Owner
1200000,135000,Diesel,Individual,Automatic,Third Owner
300000,10500,Petrol,Individual,Manual,First Owner
70000,90000,Petrol,Individual,Manual,Fourth & Above Owner
160000,110000,Diesel,Individual,Manual,First Owner
160000,50000,Diesel,Individual,Manual,First Owner
225000,80000,Diesel,Individual,Manual,First Owner
790000,19571,Diesel,Dealer,Manual,First Owner
145000,100000,Petrol,Individual,Manual,First Owner
1200000,29600,Petrol,Dealer,Manual,First Owner
930000,20000,Diesel,Individual,Manual,First Owner
210000,30000,Petrol,Individual,Manual,First Owner
110000,154000,Diesel,Individual,Manual,Third Owner
175000,70000,Petrol,Individual,Manual,First Owner
950000,15000,Diesel,Individual,Automatic,First Owner
650000,40000,Diesel,Individual,Manual,First Owner
550000,51000,Petrol,Individual,Manual,First Owner
85000,120000,Petrol,Individual,Manual,Second Owner
340000,50000,Petrol,Individual,Manual,First Owner
825000,13500,Diesel,Individual,Manual,First Owner
509999,35000,Petrol,Individual,Manual,First Owner
450000,1000,Diesel,Dealer,Manual,Second Owner
3800000,10000,Diesel,Dealer,Automatic,First Owner
1580000,86000,Diesel,Dealer,Automatic,First Owner
4950000,30000,Diesel,Dealer,Automatic,First Owner
535000,52600,Diesel,Individual,Manual,First Owner
225000,110000,Petrol,Individual,Manual,Second Owner
550000,19890,Petrol,Dealer,Automatic,First Owner
670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
520000,10510,Petrol,Dealer,Automatic,First Owner
239000,41000,Petrol,Dealer,Manual,First Owner
2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
229999,49824,Petrol,Dealer,Manual,First Owner
1300000,58500,Diesel,Dealer,Automatic,First Owner
80000,56580,Petrol,Dealer,Manual,First Owner
385000,52000,Diesel,Dealer,Manual,First Owner
760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
450000,1000,Diesel,Dealer,Manual,Second Owner
3800000,10000,Diesel,Dealer,Automatic,First Owner
1580000,86000,Diesel,Dealer,Automatic,First Owner
4950000,30000,Diesel,Dealer,Automatic,First Owner
535000,52600,Diesel,Individual,Manual,First Owner
225000,110000,Petrol,Individual,Manual,Second Owner
550000,19890,Petrol,Dealer,Automatic,First Owner
670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
520000,10510,Petrol,Dealer,Automatic,First Owner
239000,41000,Petrol,Dealer,Manual,First Owner
2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
229999,49824,Petrol,Dealer,Manual,First Owner
1300000,58500,Diesel,Dealer,Automatic,First Owner
80000,56580,Petrol,Dealer,Manual,First Owner
385000,52000,Diesel,Dealer,Manual,First Owner
760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
650000,70000,Diesel,Individual,Manual,First Owner
140000,60000,Petrol,Individual,Manual,Second Owner
150000,70000,Petrol,Individual,Manual,First Owner
450000,10000,Petrol,Individual,Manual,Second Owner
170000,245244,Diesel,Individual,Manual,Fourth & Above Owner
400000,60000,Petrol,Individual,Manual,First Owner
300000,30000,Petrol,Individual,Manual,First Owner
250000,8000,Petrol,Individual,Manual,First Owner
500000,10000,Petrol,Individual,Manual,First Owner
85000,100000,Diesel,Individual,Manual,Third Owner
300000,110000,Diesel,Individual,Manual,First Owner
80000,56580,Petrol,Dealer,Manual,First Owner
740000,45000,Diesel,Dealer,Automatic,First Owner
70000,68500,Petrol,Dealer,Manual,First Owner
484999,5007,Petrol,Dealer,Automatic,First Owner
164000,30000,Petrol,Individual,Manual,First Owner
140000,70000,Petrol,Individual,Automatic,First Owner
999000,49600,Diesel,Dealer,Automatic,First Owner
56000,23000,Petrol,Individual,Manual,Second Owner
1050000,30000,Diesel,Dealer,Automatic,First Owner
190000,38000,Petrol,Dealer,Manual,First Owner
3899000,22000,Diesel,Dealer,Automatic,First Owner
235000,43100,Petrol,Dealer,Manual,First Owner
350000,10171,Petrol,Dealer,Manual,First Owner
465000,41123,Diesel,Dealer,Manual,First Owner
1900000,20118,Petrol,Dealer,Automatic,First Owner
450000,40000,Diesel,Dealer,Manual,First Owner
790000,52517,Diesel,Dealer,Manual,First Owner
900000,20000,Diesel,Individual,Manual,First Owner
450000,99117,Diesel,Dealer,Manual,First Owner
135000,90000,Petrol,Individual,Manual,First Owner
425000,3700,Petrol,Individual,Manual,First Owner
100000,80000,Diesel,Individual,Manual,First Owner
650000,100000,Diesel,Individual,Manual,Second Owner
90000,54000,Diesel,Individual,Manual,First Owner
250000,19000,Petrol,Individual,Manual,First Owner
300000,120000,Diesel,Individual,Manual,First Owner
275000,30000,Petrol,Individual,Manual,First Owner
600000,43500,Petrol,Individual,Manual,First Owner
270000,60000,Petrol,Individual,Manual,Second Owner
240000,70000,Petrol,Individual,Manual,Second Owner
1200000,135000,Diesel,Individual,Automatic,Third Owner
160000,50000,Diesel,Individual,Manual,First Owner
790000,19571,Diesel,Dealer,Manual,First Owner
1200000,29600,Petrol,Dealer,Manual,First Owner
175000,70000,Petrol,Individual,Manual,First Owner
950000,15000,Diesel,Individual,Automatic,First Owner
340000,50000,Petrol,Individual,Manual,First Owner
825000,13500,Diesel,Individual,Manual,First Owner
3100000,22000,Petrol,Individual,Automatic,First Owner
780000,25000,Diesel,Dealer,Manual,First Owner
350000,80000,Petrol,Individual,Automatic,Third Owner
690000,39000,Petrol,Dealer,Manual,First Owner
245000,60000,Petrol,Individual,Manual,First Owner
790000,49000,Diesel,Dealer,Manual,First Owner
680000,48600,Petrol,Dealer,Manual,First Owner
540000,20000,Petrol,Individual,Manual,Second Owner
425000,25000,Petrol,Individual,Manual,First Owner
140000,120000,Petrol,Individual,Manual,First Owner
1100000,30000,Diesel,Individual,Manual,First Owner
715000,35000,Diesel,Individual,Manual,First Owner
370000,90000,Petrol,Individual,Manual,First Owner
175000,80000,Diesel,Individual,Manual,Second Owner
1000000,35000,Petrol,Individual,Automatic,Second Owner
92800,25000,Petrol,Individual,Manual,Second Owner
291000,90000,Diesel,Individual,Manual,First Owner
92800,25000,Petrol,Individual,Manual,Second Owner
350000,20000,Petrol,Individual,Manual,First Owner
65000,60000,Petrol,Dealer,Manual,Third Owner
650000,58000,Diesel,Individual,Manual,First Owner
350000,40000,Petrol,Dealer,Manual,First Owner
75000,70000,Petrol,Individual,Manual,Second Owner
440000,70000,Diesel,Dealer,Manual,First Owner
270000,60000,Petrol,Individual,Manual,First Owner
1150000,135000,Diesel,Dealer,Manual,First Owner
238000,70000,Petrol,Dealer,Manual,First Owner
1100000,40000,Petrol,Individual,Automatic,Second Owner
1200000,75000,Diesel,Dealer,Manual,Second Owner
260000,150000,Diesel,Individual,Manual,First Owner
350000,140000,Diesel,Individual,Manual,Third Owner
480000,70000,Diesel,Individual,Manual,First Owner
345000,137250,Diesel,Individual,Manual,Second Owner
500000,110000,Diesel,Individual,Manual,Second Owner
595000,27000,Petrol,Dealer,Manual,First Owner
1295000,9000,Diesel,Dealer,Manual,First Owner
1350000,5400,Diesel,Dealer,Manual,Test Drive Car
541000,1000,Petrol,Dealer,Manual,Test Drive Car
515000,16000,Petrol,Dealer,Manual,First Owner
894999,13000,Diesel,Dealer,Manual,Test Drive Car
325000,47000,Diesel,Dealer,Manual,First Owner
925000,22000,Petrol,Individual,Manual,First Owner
844999,30000,Petrol,Individual,Manual,First Owner
925000,20000,Petrol,Individual,Manual,First Owner
300000,60000,Diesel,Individual,Manual,First Owner
650000,75000,Petrol,Individual,Manual,Second Owner
175000,64000,Petrol,Dealer,Manual,First Owner
325000,80000,Diesel,Individual,Manual,First Owner
600000,90000,Diesel,Individual,Manual,First Owner
700000,30000,Petrol,Individual,Manual,First Owner
95000,120000,Petrol,Individual,Automatic,Second Owner
490000,20000,Petrol,Dealer,Manual,First Owner
380000,100000,Diesel,Individual,Manual,First Owner
550000,31000,Petrol,Dealer,Manual,First Owner
225000,47000,Petrol,Dealer,Manual,First Owner
570000,11200,Petrol,Individual,Manual,First Owner
305000,35000,Petrol,Dealer,Manual,First Owner
240000,50000,LPG,Dealer,Manual,First Owner
700000,55000,Diesel,Dealer,Manual,First Owner
288000,20000,Petrol,Dealer,Manual,First Owner
800000,75000,Diesel,Dealer,Manual,First Owner
430000,93000,Petrol,Dealer,Manual,First Owner
195000,57000,Diesel,Dealer,Manual,Second Owner
325000,30000,Petrol,Dealer,Manual,First Owner
450000,73000,Diesel,Dealer,Manual,First Owner
630000,65000,Diesel,Dealer,Manual,First Owner
250000,62000,Petrol,Dealer,Manual,Second Owner
135000,85000,Petrol,Dealer,Manual,First Owner
110000,73000,Petrol,Individual,Manual,First Owner
350000,55000,Diesel,Dealer,Manual,First Owner
240000,5800,Petrol,Individual,Manual,Second Owner
350000,350000,Diesel,Individual,Manual,First Owner
600000,30000,Petrol,Individual,Manual,First Owner
750000,20000,Diesel,Individual,Manual,First Owner
270000,20000,Petrol,Individual,Manual,First Owner
90000,100000,Petrol,Individual,Manual,Second Owner
350000,65000,Petrol,Individual,Manual,First Owner
285000,90000,Diesel,Individual,Manual,Second Owner
665000,267000,Diesel,Individual,Manual,Second Owner
175000,250000,Diesel,Individual,Manual,Second Owner
350000,140000,Diesel,Individual,Manual,Second Owner
1225000,22000,Petrol,Dealer,Automatic,First Owner
285000,60000,Petrol,Dealer,Manual,Second Owner
1000000,28635,Petrol,Dealer,Manual,First Owner
780000,32114,Diesel,Dealer,Manual,First Owner
300000,82000,Petrol,Dealer,Manual,Second Owner
160000,95149,Petrol,Dealer,Manual,Second Owner
625000,68458,Petrol,Dealer,Manual,First Owner
265000,42000,Petrol,Individual,Manual,First Owner
515000,90000,Diesel,Individual,Manual,Second Owner
210000,30000,Petrol,Individual,Manual,First Owner
140000,80000,Petrol,Individual,Manual,Second Owner
940000,128000,Diesel,Individual,Manual,First Owner
750000,80000,Diesel,Individual,Manual,First Owner
610000,100000,Diesel,Individual,Manual,First Owner
450000,50000,Diesel,Individual,Manual,First Owner
409999,56000,Diesel,Individual,Manual,First Owner
100000,21302,Petrol,Individual,Manual,First Owner
650000,100000,Diesel,Individual,Manual,First Owner
650000,80000,Diesel,Individual,Manual,First Owner
150000,105546,Petrol,Individual,Manual,First Owner
500000,10000,Petrol,Individual,Manual,First Owner
1000000,80000,Diesel,Individual,Manual,Second Owner
340000,35000,Petrol,Individual,Manual,First Owner
800000,11240,Petrol,Individual,Manual,First Owner
1010000,120000,Diesel,Individual,Manual,First Owner
350000,120000,Diesel,Individual,Manual,Third Owner
595000,70000,Diesel,Individual,Manual,First Owner
700000,130000,Diesel,Individual,Manual,Third Owner
265000,40000,Petrol,Individual,Manual,First Owner
320000,60000,Petrol,Individual,Manual,Second Owner
310000,110000,Petrol,Individual,Manual,First Owner
700000,130000,Diesel,Individual,Manual,First Owner
130000,80000,Petrol,Individual,Manual,Second Owner
150000,120000,Diesel,Individual,Manual,Second Owner
300000,104000,Diesel,Individual,Manual,Second Owner
150000,100000,Petrol,Individual,Manual,Second Owner
120000,132343,Petrol,Individual,Manual,Second Owner
950000,90000,Diesel,Individual,Manual,Second Owner
100000,60000,Petrol,Individual,Manual,Second Owner
450000,76000,Diesel,Individual,Manual,First Owner
30000,60000,Petrol,Individual,Manual,Third Owner
200000,30000,Petrol,Individual,Manual,Second Owner
250000,96000,Diesel,Individual,Manual,Second Owner
1300000,10000,Diesel,Individual,Manual,First Owner
425000,36000,Diesel,Dealer,Manual,First Owner
550000,12997,Diesel,Dealer,Manual,First Owner
500000,40000,Petrol,Individual,Automatic,First Owner
1150000,26430,Diesel,Dealer,Manual,First Owner
475000,24600,Petrol,Dealer,Manual,First Owner
260000,28481,Petrol,Dealer,Manual,First Owner
350000,100000,Petrol,Individual,Manual,First Owner
750000,41988,Diesel,Dealer,Manual,First Owner
180000,30375,Petrol,Dealer,Manual,First Owner
350000,7658,Petrol,Dealer,Automatic,First Owner
611000,34400,Diesel,Dealer,Manual,First Owner
325000,18500,Petrol,Dealer,Manual,First Owner
280000,26134,Petrol,Dealer,Manual,First Owner
300000,28942,Petrol,Dealer,Automatic,First Owner
711000,53600,Diesel,Dealer,Manual,First Owner
851000,53652,Diesel,Dealer,Manual,First Owner
260000,52895,Diesel,Dealer,Manual,First Owner
550000,42324,Diesel,Dealer,Manual,Second Owner
1044999,65000,Diesel,Dealer,Manual,First Owner
550000,60236,Diesel,Dealer,Manual,First Owner
210000,70000,Petrol,Individual,Manual,Second Owner
210000,70000,Petrol,Individual,Manual,Third Owner
290000,100000,Diesel,Individual,Manual,Second Owner
250999,110000,Diesel,Individual,Manual,First Owner
600000,10300,Petrol,Individual,Manual,First Owner
270000,120000,Diesel,Individual,Manual,Second Owner
550000,142000,Diesel,Individual,Manual,First Owner
800000,25000,Diesel,Individual,Manual,First Owner
500000,5000,Petrol,Individual,Manual,First Owner
535000,52600,Diesel,Individual,Manual,First Owner
396000,28643,Petrol,Dealer,Manual,First Owner
600000,50000,Diesel,Individual,Manual,First Owner
575000,30000,Petrol,Dealer,Manual,First Owner
520000,5000,Petrol,Individual,Manual,First Owner
1400000,30000,Diesel,Individual,Automatic,First Owner
600000,7600,Petrol,Individual,Automatic,First Owner
195000,47253,Diesel,Dealer,Manual,First Owner
281000,4432,Petrol,Dealer,Automatic,Second Owner
75000,110000,Petrol,Individual,Manual,Second Owner
400000,25000,Petrol,Individual,Manual,First Owner
93000,70000,Diesel,Individual,Manual,Second Owner
560000,68523,Petrol,Dealer,Manual,First Owner
400000,5000,Petrol,Individual,Manual,First Owner
459999,40000,Petrol,Individual,Manual,First Owner
450000,43000,Diesel,Individual,Manual,First Owner
88000,80251,CNG,Dealer,Manual,Second Owner
250000,34500,Petrol,Individual,Manual,Second Owner
22000,42743,Petrol,Dealer,Manual,Third Owner
130000,93900,Diesel,Individual,Manual,Second Owner
79000,80000,Petrol,Individual,Manual,First Owner
120000,110000,Diesel,Individual,Manual,First Owner
1700000,100000,Diesel,Individual,Automatic,Second Owner
300000,25000,Diesel,Individual,Manual,First Owner
300000,25000,Diesel,Individual,Manual,First Owner
145000,25000,Petrol,Individual,Manual,First Owner
3200000,20000,Diesel,Individual,Automatic,First Owner
240000,10000,Petrol,Individual,Manual,First Owner
700000,30000,Diesel,Individual,Manual,First Owner
145000,110000,Petrol,Individual,Manual,Second Owner
535000,80000,Diesel,Individual,Manual,Second Owner
420000,21000,Petrol,Individual,Manual,First Owner
350000,20000,Petrol,Individual,Manual,First Owner
550000,32000,Diesel,Individual,Manual,First Owner
750000,180000,Diesel,Individual,Manual,First Owner
198000,70000,Diesel,Individual,Manual,Second Owner
420000,50000,Diesel,Individual,Manual,First Owner
420000,50000,Diesel,Individual,Manual,First Owner
195000,120000,Diesel,Individual,Manual,First Owner
150000,55766,Petrol,Individual,Manual,Second Owner
275000,40000,Petrol,Individual,Manual,Second Owner
65000,60000,Petrol,Individual,Manual,Third Owner
200000,50000,Petrol,Individual,Manual,First Owner
250000,110000,Diesel,Individual,Manual,Second Owner
450000,1000,Diesel,Dealer,Manual,Second Owner
590000,26350,Diesel,Dealer,Manual,First Owner
225000,110000,Petrol,Individual,Manual,Second Owner
225000,68745,Diesel,Dealer,Manual,First Owner
165000,132000,Petrol,Individual,Manual,First Owner
860000,35000,Diesel,Individual,Manual,First Owner
900000,47000,Diesel,Individual,Manual,First Owner
182000,100000,Diesel,Individual,Manual,First Owner
100000,80000,Diesel,Individual,Manual,First Owner
100000,40000,Petrol,Individual,Manual,Second Owner
375000,27289,Petrol,Dealer,Automatic,First Owner
525000,10980,Petrol,Dealer,Automatic,First Owner
320000,24662,Petrol,Dealer,Manual,First Owner
525000,37000,Diesel,Dealer,Manual,First Owner
650000,28245,Diesel,Dealer,Manual,First Owner
575000,27005,Diesel,Dealer,Manual,First Owner
355000,39227,Petrol,Dealer,Manual,First Owner
470000,31367,Diesel,Dealer,Manual,First Owner
221000,35008,Petrol,Dealer,Manual,First Owner
195000,27005,Petrol,Dealer,Manual,First Owner
85000,86000,Petrol,Individual,Manual,Second Owner
400000,50000,Diesel,Individual,Manual,First Owner
650000,20000,Diesel,Individual,Manual,First Owner
400000,50000,Petrol,Individual,Manual,First Owner
295000,80000,Diesel,Individual,Manual,Second Owner
60000,135000,LPG,Individual,Manual,Fourth & Above Owner
110000,120000,Diesel,Individual,Manual,Third Owner
550000,113600,Diesel,Individual,Manual,First Owner
190000,70000,Petrol,Individual,Manual,Third Owner
861999,20000,Diesel,Dealer,Manual,First Owner
782000,14000,Petrol,Dealer,Manual,First Owner
836000,26000,Diesel,Dealer,Manual,First Owner
696000,138925,Petrol,Dealer,Manual,First Owner
596000,121764,Diesel,Dealer,Manual,First Owner
612000,105429,Petrol,Dealer,Manual,First Owner
114999,35000,Petrol,Individual,Manual,First Owner
340000,60000,Diesel,Individual,Manual,First Owner
550000,5000,Petrol,Individual,Manual,First Owner
114999,70000,Petrol,Individual,Manual,Third Owner
105000,80000,Petrol,Individual,Manual,First Owner
890000,20000,Diesel,Individual,Manual,First Owner
715000,8000,Petrol,Individual,Manual,First Owner
525000,54000,Petrol,Dealer,Manual,Second Owner
735000,55300,Diesel,Dealer,Automatic,First Owner
495000,11958,Petrol,Dealer,Manual,First Owner
1025000,9000,Petrol,Dealer,Manual,First Owner
750000,70000,Diesel,Individual,Manual,First Owner
600000,120000,Diesel,Individual,Manual,First Owner
475000,23122,Petrol,Dealer,Manual,Second Owner
80000,58000,Petrol,Dealer,Manual,Second Owner
325000,62200,Diesel,Dealer,Manual,First Owner
1470000,34000,Diesel,Dealer,Automatic,Second Owner
350000,53000,Diesel,Individual,Manual,Second Owner
2800000,49000,Diesel,Dealer,Automatic,First Owner
210000,15000,Petrol,Dealer,Manual,Second Owner
349000,44500,Diesel,Dealer,Manual,Second Owner
450000,50000,Petrol,Individual,Manual,First Owner
1150000,53000,Diesel,Dealer,Automatic,First Owner
210000,63500,Petrol,Dealer,Automatic,First Owner
4500000,9800,Petrol,Dealer,Automatic,First Owner
825000,13599,Petrol,Dealer,Automatic,First Owner
2750000,13000,Diesel,Individual,Automatic,First Owner
160000,110000,Diesel,Individual,Manual,First Owner
550000,100000,Diesel,Individual,Manual,Second Owner
95000,110000,Petrol,Individual,Manual,Third Owner
725000,90000,Diesel,Individual,Manual,Second Owner
670000,17000,Petrol,Individual,Manual,First Owner
65000,140000,Petrol,Individual,Manual,First Owner
500000,50000,Diesel,Individual,Manual,Second Owner
600000,53000,Petrol,Individual,Manual,First Owner
350000,70000,Petrol,Individual,Manual,Second Owner
200000,70000,Diesel,Individual,Manual,Second Owner
110000,154000,Diesel,Individual,Manual,Third Owner
150000,80000,Petrol,Individual,Manual,First Owner
75000,110000,Diesel,Individual,Manual,Second Owner
350000,90000,Diesel,Individual,Manual,Second Owner
1700000,15000,Diesel,Individual,Manual,First Owner
890000,86000,Diesel,Individual,Automatic,Second Owner
500000,120000,Diesel,Individual,Manual,First Owner
600000,5200,Petrol,Individual,Manual,First Owner
99000,60000,Petrol,Individual,Manual,Second Owner
235000,46000,Petrol,Individual,Manual,First Owner
75000,40000,Petrol,Individual,Manual,Second Owner
600000,90000,Diesel,Individual,Manual,Second Owner
1000000,25000,Diesel,Individual,Manual,Second Owner
390000,90000,Diesel,Individual,Manual,First Owner
600000,70000,Diesel,Individual,Manual,First Owner
600000,70000,Petrol,Individual,Manual,Second Owner
730000,35000,Diesel,Individual,Manual,Second Owner
450000,12700,Petrol,Individual,Automatic,First Owner
250000,80000,Diesel,Individual,Manual,First Owner
1400000,20000,Diesel,Individual,Manual,First Owner
300000,20000,Petrol,Individual,Manual,First Owner
800000,19000,Petrol,Individual,Manual,First Owner
125000,95000,Diesel,Individual,Manual,Second Owner
2600000,9500,Diesel,Individual,Automatic,First Owner
300000,50000,Petrol,Individual,Manual,First Owner
295000,90000,Diesel,Individual,Manual,First Owner
650000,45839,Petrol,Dealer,Manual,First Owner
200000,74510,Petrol,Dealer,Manual,First Owner
130000,87293,Petrol,Dealer,Manual,First Owner
250000,156040,Diesel,Dealer,Manual,First Owner
400000,93415,Diesel,Dealer,Manual,First Owner
430000,101159,Petrol,Dealer,Manual,First Owner
170000,80000,Petrol,Individual,Manual,Second Owner
450000,12000,Petrol,Individual,Manual,First Owner
350000,90000,Petrol,Individual,Manual,First Owner
130000,68519,Petrol,Dealer,Manual,First Owner
180000,55130,Diesel,Dealer,Manual,First Owner
475000,65239,Petrol,Dealer,Manual,First Owner
470000,58182,Petrol,Dealer,Manual,First Owner
200000,91245,Diesel,Dealer,Manual,First Owner
650000,102989,Diesel,Dealer,Manual,First Owner
400000,50000,Petrol,Individual,Manual,First Owner
100000,120000,Petrol,Individual,Manual,First Owner
409999,90000,Diesel,Individual,Manual,First Owner
640000,25000,Diesel,Individual,Manual,First Owner
160000,80000,Petrol,Individual,Manual,Second Owner
182000,100000,Diesel,Individual,Manual,First Owner
750000,70000,Diesel,Individual,Manual,First Owner
150000,50000,Diesel,Individual,Manual,Third Owner
80000,100000,Petrol,Individual,Manual,Second Owner
240000,90000,Diesel,Individual,Manual,Third Owner
60000,60000,Petrol,Individual,Manual,Third Owner
70000,120000,Petrol,Individual,Manual,Third Owner
285000,90000,Diesel,Individual,Automatic,Second Owner
350000,60000,Diesel,Individual,Manual,Second Owner
699000,30000,Diesel,Individual,Manual,Second Owner
